<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20210302,150800,3898.5600000,3898.6500000,3897.9500000,3898.2100000,54
20210302,150900,3898.1700000,3898.3200000,3897.6800000,3897.9900000,53
20210302,151000,3898.0300000,3898.8700000,3898.0300000,3898.5300000,50
20210302,151100,3898.5100000,3898.9900000,3898.3900000,3898.8300000,55
20210302,151200,3898.8200000,3898.9900000,3896.6200000,3896.6200000,60
20210302,151300,3896.6300000,3897.7800000,3896.6200000,3896.6400000,55
20210302,151400,3896.6200000,3896.6200000,3894.2900000,3894.7100000,52
20210302,151500,3894.5300000,3895.2200000,3892.3100000,3892.3100000,53
20210302,151600,3892.2700000,3892.8700000,3891.7800000,3892.0200000,55
20210302,151700,3892.0100000,3892.2500000,3888.2000000,3888.2000000,57
20210302,151800,3888.2300000,3889.1900000,3887.7100000,3888.0000000,56
20210302,151900,3888.0300000,3888.1100000,3886.2900000,3886.2900000,56
20210302,152000,3886.2800000,3886.8700000,3885.1600000,3886.3900000,58
20210302,152100,3886.4300000,3888.1400000,3886.2700000,3887.6500000,54
20210302,152200,3887.7300000,3887.8000000,3885.5200000,3885.5200000,60
20210302,152300,3885.5300000,3886.6800000,3885.0000000,3886.0800000,58
20210302,152400,3885.7500000,3885.8400000,3885.1700000,3885.4800000,48
20210302,152500,3885.8800000,3887.2600000,3885.6700000,3886.5700000,53
20210302,152600,3886.6100000,3887.3900000,3886.1400000,3886.7500000,60
20210302,152700,3886.7700000,3887.6500000,3885.0100000,3885.0700000,58
20210302,152800,3885.0100000,3886.3700000,3885.0100000,3885.5900000,51
20210302,152900,3885.5100000,3885.7700000,3884.1800000,3884.1800000,57
20210302,153000,3884.0900000,3885.1500000,3882.2900000,3882.2900000,55
20210302,153100,3882.4300000,3885.3500000,3882.4300000,3884.9400000,59
20210302,153200,3885.1200000,3886.7900000,3885.1200000,3886.7100000,56
20210302,153300,3886.6800000,3886.7300000,3885.9000000,3886.3300000,57
20210302,153400,3886.4000000,3887.4600000,3884.7800000,3884.8500000,53
20210302,153500,3884.5900000,3885.1300000,3884.4100000,3884.7000000,54
20210302,153600,3884.6500000,3885.0100000,3882.2400000,3882.2400000,57
20210302,153700,3881.9500000,3883.0900000,3881.7800000,3882.1600000,57
20210302,153800,3882.2700000,3883.3500000,3882.1200000,3882.1200000,55
20210302,153900,3882.1400000,3883.1400000,3881.8800000,3882.2000000,56
20210302,154000,3882.1800000,3882.4000000,3880.4300000,3881.1000000,53
20210302,154100,3881.1200000,3881.9400000,3880.5700000,3880.9100000,56
20210302,154200,3880.8600000,3882.9100000,3880.7700000,3881.2400000,61
20210302,154300,3881.2000000,3883.3700000,3880.7700000,3882.4800000,54
20210302,154400,3882.4700000,3883.2600000,3881.5200000,3883.2500000,56
20210302,154500,3883.2400000,3886.3900000,3883.0200000,3886.0800000,54
20210302,154600,3886.0600000,3886.4000000,3885.3200000,3885.3600000,54
20210302,154700,3885.6800000,3885.9100000,3884.7800000,3884.7800000,57
20210302,154800,3884.7700000,3885.0800000,3881.1700000,3881.2100000,56
20210302,154900,3881.3600000,3881.7500000,3879.8600000,3881.7500000,58
20210302,155000,3881.8100000,3881.8300000,3878.3900000,3879.0000000,58
20210302,155100,3879.1100000,3879.3100000,3878.2700000,3879.0700000,59
20210302,155200,3879.1300000,3879.4100000,3878.3700000,3878.4100000,60
20210302,155300,3878.3100000,3879.2300000,3876.5400000,3876.9000000,55
20210302,155400,3876.7300000,3878.1700000,3876.4000000,3876.6500000,55
20210302,155500,3876.9900000,3877.4800000,3876.0100000,3876.8800000,57
20210302,155600,3876.6200000,3876.6200000,3874.6600000,3876.5600000,57
20210302,155700,3876.5700000,3876.5700000,3874.3700000,3874.7400000,58
20210302,155800,3874.9500000,3876.1800000,3873.2700000,3873.2700000,56
20210302,155900,3873.1900000,3873.7100000,3868.5700000,3870.0500000,45
20210302,160000,3870.3700000,3870.3700000,3870.3600000,3870.3600000,2
20210302,160200,3870.3800000,3870.3800000,3870.2700000,3870.2800000,7
20210302,160300,3870.2900000,3870.3000000,3870.2800000,3870.2800000,6
20210302,160400,3870.2900000,3870.3000000,3870.2800000,3870.2900000,5
20210302,160500,3870.3000000,3870.3000000,3870.2900000,3870.2900000,2
20210303,093000,3863.3100000,3867.6500000,3863.2500000,3867.1700000,53
20210303,093100,3867.3700000,3869.7800000,3865.1300000,3869.3700000,55
20210303,093200,3869.2800000,3873.9500000,3869.2300000,3873.9500000,59
20210303,093300,3874.1000000,3874.4700000,3872.4700000,3872.9200000,58
20210303,093400,3872.9700000,3874.0200000,3871.3200000,3871.7900000,62
20210303,093500,3871.5900000,3872.0700000,3867.0300000,3871.9100000,59
20210303,093600,3872.2300000,3872.2300000,3867.8300000,3867.9100000,57
20210303,093700,3868.0200000,3869.0800000,3865.4200000,3865.7800000,61
20210303,093800,3865.5900000,3865.8400000,3860.0500000,3861.9500000,59
20210303,093900,3862.1100000,3863.6400000,3861.1100000,3862.2700000,57
20210303,094000,3862.1000000,3862.6100000,3859.6300000,3859.6300000,60
20210303,094100,3859.8000000,3860.4800000,3857.9600000,3860.4800000,55
20210303,094200,3861.7900000,3862.0500000,3859.6700000,3859.6700000,58
20210303,094300,3859.7400000,3859.8100000,3856.5300000,3856.5300000,58
20210303,094400,3856.3600000,3859.3400000,3855.2800000,3859.3400000,59
20210303,094500,3859.2700000,3859.2700000,3854.8100000,3855.3200000,59
20210303,094600,3855.3300000,3856.1700000,3854.5800000,3855.0300000,60
20210303,094700,3855.2500000,3857.0800000,3854.4200000,3856.7300000,59
20210303,094800,3856.5900000,3857.1500000,3854.8700000,3857.1500000,46
20210303,094900,3858.5700000,3863.6600000,3858.4700000,3862.2800000,54
20210303,095000,3862.5800000,3867.1400000,3862.5800000,3866.1100000,59
20210303,095100,3866.1300000,3866.1300000,3863.1900000,3863.1900000,59
20210303,095200,3863.3300000,3867.8200000,3862.7400000,3867.8200000,56
20210303,095300,3867.7600000,3867.8800000,3866.1100000,3867.4100000,55
20210303,095400,3867.3400000,3867.3400000,3865.2600000,3865.3900000,55
20210303,095500,3865.4000000,3865.7800000,3863.2800000,3865.5600000,58
20210303,095600,3865.6100000,3865.9600000,3862.7400000,3862.7400000,60
20210303,095700,3862.1700000,3862.3200000,3858.1100000,3858.4100000,58
20210303,095800,3858.2900000,3858.4900000,3853.9600000,3854.4600000,58
20210303,095900,3854.4800000,3854.4800000,3849.9900000,3851.3700000,61
20210303,100000,3851.3300000,3854.4200000,3850.9900000,3851.9500000,44
20210303,100100,3850.9400000,3850.9400000,3847.9400000,3848.9400000,56
20210303,100200,3848.7400000,3850.7900000,3848.1900000,3848.7100000,61
20210303,100300,3848.7000000,3851.6800000,3847.9300000,3851.6800000,55
20210303,100400,3852.1000000,3852.2700000,3850.4400000,3850.5900000,57
20210303,100500,3850.5600000,3851.5700000,3849.6900000,3849.7600000,55
20210303,100600,3849.6900000,3849.6900000,3847.1300000,3847.7900000,60
20210303,100700,3847.8200000,3848.4600000,3846.5000000,3846.7700000,58
20210303,100800,3847.0200000,3851.7500000,3846.9200000,3851.3300000,60
20210303,100900,3851.3700000,3855.4700000,3851.3700000,3854.4900000,49
20210303,101000,3854.4600000,3854.6400000,3852.3000000,3852.6100000,57
20210303,101100,3852.6700000,3852.7800000,3845.8100000,3846.2300000,59
20210303,101200,3846.2400000,3847.6900000,3844.1900000,3844.2200000,59
20210303,101300,3844.1700000,3845.8000000,3843.4000000,3843.7200000,57
20210303,101400,3843.6900000,3844.2100000,3842.0500000,3842.3800000,54
20210303,101500,3842.4500000,3843.0800000,3839.2100000,3839.2100000,57
20210303,101600,3839.0600000,3840.9000000,3838.7000000,3840.5700000,57
20210303,101700,3840.6200000,3841.1400000,3838.1100000,3838.7800000,56
20210303,101800,3839.1900000,3840.6400000,3839.1400000,3839.1900000,55
20210303,101900,3839.2000000,3841.4000000,3839.1900000,3840.6500000,59
20210303,102000,3840.6900000,3844.8200000,3840.3800000,3843.6800000,57
20210303,102100,3843.6200000,3843.8200000,3840.3800000,3841.6500000,58
20210303,102200,3841.6300000,3843.8300000,3839.5900000,3843.8300000,49
20210303,102300,3843.9600000,3845.9800000,3843.5900000,3845.3800000,57
20210303,102400,3845.4100000,3847.8500000,3843.5800000,3847.7100000,56
20210303,102500,3847.8400000,3852.2300000,3847.1900000,3851.7300000,54
20210303,102600,3851.4600000,3851.9700000,3850.7900000,3851.7300000,58
20210303,102700,3851.6700000,3851.8700000,3848.0000000,3848.0000000,60
20210303,102800,3847.9600000,3847.9600000,3844.9500000,3844.9500000,57
20210303,102900,3844.7800000,3847.0900000,3844.6500000,3846.5200000,56
20210303,103000,3846.5500000,3846.5500000,3840.6700000,3841.4400000,55
20210303,103100,3841.3000000,3841.3900000,3839.6700000,3840.2200000,57
20210303,103200,3840.2000000,3844.3200000,3839.2900000,3844.3000000,54
20210303,103300,3844.8400000,3850.8100000,3844.8400000,3850.5200000,50
20210303,103400,3850.4300000,3852.0800000,3850.0200000,3850.9200000,56
20210303,103500,3850.9100000,3850.9100000,3848.3300000,3848.8600000,55
20210303,103600,3848.7200000,3850.1800000,3848.4700000,3849.8100000,60
20210303,103700,3849.8400000,3852.0300000,3849.8200000,3851.5400000,59
20210303,103800,3851.6100000,3851.7600000,3849.6600000,3851.3200000,58
20210303,103900,3851.5200000,3853.0000000,3850.6400000,3853.0000000,58
20210303,104000,3853.0600000,3853.0600000,3849.5900000,3850.2100000,56
20210303,104100,3850.1700000,3850.2400000,3848.3800000,3848.5400000,58
20210303,104200,3848.8300000,3849.2800000,3847.3200000,3848.2100000,54
20210303,104300,3848.2600000,3851.1700000,3846.9100000,3846.9100000,46
20210303,104400,3846.2500000,3846.5200000,3845.2000000,3845.3300000,54
20210303,104500,3845.4700000,3847.7000000,3843.3200000,3847.6300000,51
20210303,104600,3848.4900000,3855.3600000,3848.4900000,3855.3600000,53
20210303,104700,3855.2600000,3856.1800000,3855.0100000,3855.0100000,59
20210303,104800,3855.0200000,3855.3500000,3852.6200000,3852.6200000,52
20210303,104900,3852.3700000,3852.7100000,3851.0800000,3852.3400000,57
20210303,105000,3852.2800000,3854.3600000,3851.2900000,3851.7500000,58
20210303,105100,3851.8300000,3852.9700000,3849.5100000,3850.5600000,60
20210303,105200,3850.6300000,3852.5100000,3849.4300000,3852.4600000,56
20210303,105300,3852.4400000,3853.5300000,3851.9000000,3851.9300000,59
20210303,105400,3851.9100000,3852.1100000,3849.4100000,3851.8100000,58
20210303,105500,3851.6500000,3853.4800000,3850.9700000,3851.4300000,53
20210303,105600,3851.3900000,3852.9100000,3851.3800000,3851.4900000,55
20210303,105700,3851.5300000,3851.9700000,3848.4100000,3851.9700000,58
20210303,105800,3851.9000000,3858.6400000,3851.9000000,3858.3300000,60
20210303,105900,3858.3800000,3858.4900000,3856.8500000,3856.9800000,51
20210303,110000,3856.9400000,3858.2300000,3856.3300000,3857.8000000,57
20210303,110100,3857.8400000,3861.0600000,3857.6300000,3861.0600000,53
20210303,110200,3861.1400000,3861.3400000,3857.7300000,3857.7900000,48
20210303,110300,3857.8200000,3858.8600000,3857.7200000,3858.1700000,59
20210303,110400,3858.0000000,3858.4600000,3857.1500000,3857.7700000,55
20210303,110500,3857.8900000,3860.7500000,3857.8900000,3860.0400000,57
20210303,110600,3859.8700000,3861.6300000,3859.8700000,3861.6300000,57
20210303,110700,3861.6400000,3862.4000000,3861.0600000,3862.4000000,57
20210303,110800,3862.9200000,3863.0800000,3860.7400000,3860.7400000,59
20210303,110900,3860.6900000,3861.5700000,3860.3200000,3860.3400000,57
20210303,111000,3859.6900000,3860.7300000,3857.9900000,3858.8500000,56
20210303,111100,3859.0300000,3861.2900000,3858.9200000,3858.9200000,58
20210303,111200,3858.8600000,3859.4000000,3857.5900000,3859.4000000,59
20210303,111300,3859.4500000,3860.5300000,3859.4500000,3859.8000000,56
20210303,111400,3859.6000000,3859.6000000,3857.9900000,3858.2400000,55
20210303,111500,3858.2500000,3858.3000000,3854.7500000,3855.2600000,58
20210303,111600,3855.1900000,3855.4400000,3853.7900000,3854.3300000,57
20210303,111700,3854.9400000,3859.9700000,3854.4900000,3859.6500000,56
20210303,111800,3859.6400000,3862.0600000,3859.4300000,3861.9700000,57
20210303,111900,3862.0500000,3864.7000000,3862.0500000,3864.7000000,56
20210303,112000,3864.7300000,3865.5400000,3863.9800000,3864.9500000,53
20210303,112100,3864.9400000,3865.5800000,3864.7000000,3865.5800000,56
20210303,112200,3865.5400000,3866.6600000,3865.3300000,3866.6300000,59
20210303,112300,3866.5900000,3867.9100000,3866.1300000,3867.7200000,57
20210303,112400,3867.6900000,3867.6900000,3866.9900000,3867.2500000,54
20210303,112500,3867.2400000,3867.5900000,3866.1000000,3866.1400000,57
20210303,112600,3866.1600000,3866.7300000,3865.8400000,3866.0500000,57
20210303,112700,3866.1600000,3866.3100000,3865.5000000,3865.9600000,57
20210303,112800,3865.9300000,3868.0700000,3865.8700000,3868.0500000,54
20210303,112900,3868.0700000,3868.9900000,3868.0700000,3868.9600000,58
20210303,113000,3868.9500000,3869.8600000,3868.4000000,3868.4600000,55
20210303,113100,3868.4300000,3869.1200000,3867.4800000,3868.3300000,55
20210303,113200,3868.3900000,3869.5400000,3867.8300000,3868.0100000,57
20210303,113300,3867.8800000,3867.8800000,3867.0300000,3867.4700000,59
20210303,113400,3867.3700000,3867.8300000,3866.8600000,3867.0800000,58
20210303,113500,3866.9000000,3867.0600000,3865.5200000,3866.6100000,57
20210303,113600,3866.5800000,3868.3800000,3866.5800000,3867.5400000,55
20210303,113700,3867.6200000,3867.6900000,3864.4100000,3864.4200000,60
20210303,113800,3864.3300000,3865.2700000,3863.2800000,3865.2700000,58
20210303,113900,3865.2400000,3865.5400000,3863.3500000,3863.4000000,53
20210303,114000,3863.4500000,3864.5400000,3863.4500000,3863.8700000,56
20210303,114100,3863.8300000,3863.8300000,3861.2900000,3863.4000000,54
20210303,114200,3863.5400000,3863.5400000,3859.6300000,3860.0700000,56
20210303,114300,3859.9800000,3861.5200000,3859.6200000,3861.1600000,59
20210303,114400,3861.1000000,3861.6800000,3860.3000000,3860.5600000,60
20210303,114500,3860.5900000,3861.5400000,3860.5900000,3861.5400000,58
20210303,114600,3861.5700000,3863.2700000,3861.5700000,3862.7500000,58
20210303,114700,3862.7800000,3862.9500000,3862.0300000,3862.1100000,56
20210303,114800,3861.8500000,3861.8500000,3859.9400000,3859.9400000,51
20210303,114900,3860.0200000,3861.4900000,3859.9500000,3861.0100000,50
20210303,115000,3861.1100000,3863.0000000,3860.3500000,3863.0000000,53
20210303,115100,3863.0100000,3863.9400000,3862.5300000,3862.9800000,59
20210303,115200,3862.9600000,3865.8300000,3862.8100000,3865.4600000,55
20210303,115300,3865.4800000,3866.5800000,3865.4800000,3866.0600000,56
20210303,115400,3866.0700000,3866.3600000,3863.7700000,3864.7700000,59
20210303,115500,3864.6400000,3864.6400000,3863.7000000,3864.0200000,55
20210303,115600,3864.0500000,3865.5700000,3863.5700000,3864.2700000,56
20210303,115700,3864.2100000,3865.5200000,3863.2100000,3865.1800000,58
20210303,115800,3865.1700000,3865.1700000,3862.8300000,3863.1300000,57
20210303,115900,3862.9800000,3862.9800000,3859.3000000,3860.0300000,58
20210303,120000,3859.9700000,3859.9700000,3858.3600000,3858.6000000,58
20210303,120100,3858.8300000,3859.2200000,3858.3800000,3858.7600000,56
20210303,120200,3858.6800000,3859.0300000,3858.6500000,3858.8700000,54
20210303,120300,3858.8800000,3859.7300000,3858.6800000,3859.2900000,58
20210303,120400,3859.3100000,3859.3300000,3858.3200000,3858.8800000,58
20210303,120500,3858.9400000,3859.5300000,3858.0400000,3859.1100000,52
20210303,120600,3859.0900000,3859.1000000,3857.8300000,3858.3300000,58
20210303,120700,3858.3400000,3858.3400000,3857.3700000,3857.7400000,55
20210303,120800,3857.7600000,3858.4800000,3857.5700000,3858.3900000,57
20210303,120900,3858.3500000,3858.7000000,3857.5300000,3858.7000000,56
20210303,121000,3858.6800000,3858.6800000,3857.7800000,3858.0900000,57
20210303,121100,3858.2100000,3858.4900000,3856.2300000,3857.1100000,52
20210303,121200,3857.1700000,3858.0700000,3856.5900000,3856.5900000,54
20210303,121300,3856.5600000,3858.1000000,3856.4200000,3858.1000000,53
20210303,121400,3858.1200000,3861.2000000,3858.0800000,3861.0200000,58
20210303,121500,3861.0300000,3861.0300000,3858.2700000,3858.5300000,57
20210303,121600,3858.4800000,3859.6400000,3858.4800000,3859.1100000,53
20210303,121700,3859.0600000,3859.9800000,3859.0300000,3859.0300000,60
20210303,121800,3858.8800000,3858.8800000,3856.5600000,3856.5600000,59
20210303,121900,3856.5900000,3856.8900000,3855.7600000,3856.5000000,53
20210303,122000,3856.6000000,3856.9300000,3855.8600000,3856.7900000,55
20210303,122100,3856.8000000,3856.8800000,3855.3700000,3855.3700000,56
20210303,122200,3855.2500000,3855.5000000,3854.2600000,3854.5200000,58
20210303,122300,3854.4300000,3854.5300000,3854.0600000,3854.1000000,54
20210303,122400,3854.0700000,3855.2900000,3854.0300000,3855.1900000,60
20210303,122500,3855.0600000,3855.1900000,3854.3200000,3854.5800000,57
20210303,122600,3854.4600000,3854.4800000,3853.6100000,3853.6100000,57
20210303,122700,3852.8300000,3853.6400000,3852.8300000,3853.6200000,58
20210303,122800,3853.5000000,3853.7100000,3852.8500000,3853.0300000,54
20210303,122900,3852.9800000,3854.3100000,3852.8900000,3854.1000000,58
20210303,123000,3854.1200000,3855.8100000,3853.3600000,3854.8800000,57
20210303,123100,3854.9100000,3854.9100000,3853.7600000,3853.8200000,57
20210303,123200,3853.7800000,3853.7800000,3851.7000000,3851.7000000,56
20210303,123300,3851.6300000,3852.2500000,3851.5600000,3851.8800000,52
20210303,123400,3851.8700000,3852.2400000,3851.3200000,3851.5700000,53
20210303,123500,3851.7200000,3852.7700000,3851.5700000,3851.9700000,55
20210303,123600,3852.1600000,3852.2200000,3851.2100000,3851.9100000,59
20210303,123700,3851.9300000,3852.4600000,3851.4900000,3852.2400000,55
20210303,123800,3852.3800000,3853.5800000,3852.3800000,3853.2200000,53
20210303,123900,3853.1700000,3853.5700000,3851.7900000,3851.8400000,55
20210303,124000,3851.8000000,3851.8000000,3850.8200000,3850.8900000,53
20210303,124100,3850.8800000,3852.5100000,3850.8500000,3852.3500000,57
20210303,124200,3852.0500000,3855.4800000,3852.0500000,3855.3800000,54
20210303,124300,3855.4600000,3855.6900000,3854.4300000,3854.7700000,52
20210303,124400,3854.7600000,3854.8200000,3852.8600000,3853.0000000,55
20210303,124500,3853.0600000,3853.0600000,3852.1800000,3852.6000000,54
20210303,124600,3852.5900000,3853.4900000,3852.3000000,3853.4700000,57
20210303,124700,3853.5300000,3856.8500000,3853.5300000,3856.8500000,52
20210303,124800,3856.9600000,3858.6900000,3856.8700000,3858.5700000,59
20210303,124900,3858.5500000,3858.5500000,3857.7300000,3858.3000000,52
20210303,125000,3858.3100000,3859.7400000,3858.3100000,3859.6500000,53
20210303,125100,3859.7300000,3860.0700000,3859.0600000,3859.7000000,53
20210303,125200,3859.6900000,3859.6900000,3858.3500000,3858.3500000,57
20210303,125300,3858.3100000,3858.7100000,3857.7600000,3858.1200000,55
20210303,125400,3857.9800000,3857.9800000,3855.9700000,3855.9700000,58
20210303,125500,3855.9400000,3856.3300000,3855.3900000,3855.4300000,55
20210303,125600,3855.4500000,3855.4800000,3853.0800000,3853.1200000,57
20210303,125700,3853.1700000,3854.0200000,3852.3500000,3853.7500000,57
20210303,125800,3853.7900000,3854.0100000,3853.4900000,3853.7700000,55
20210303,125900,3853.5000000,3853.7000000,3851.4800000,3851.6500000,54
20210303,130000,3851.7100000,3851.7100000,3850.9000000,3851.5000000,52
20210303,130100,3851.4700000,3852.1200000,3851.0000000,3852.0600000,58
20210303,130200,3852.1100000,3852.8500000,3850.8300000,3851.6600000,54
20210303,130300,3851.6200000,3851.6300000,3850.6500000,3850.6500000,53
20210303,130400,3850.7000000,3851.1000000,3850.2700000,3850.8900000,52
20210303,130500,3850.8700000,3853.0900000,3850.8500000,3852.5400000,54
20210303,130600,3852.5500000,3852.5500000,3850.9500000,3850.9900000,53
20210303,130700,3850.8600000,3851.1000000,3850.5700000,3850.6700000,57
20210303,130800,3850.6800000,3851.3700000,3850.5200000,3851.3700000,56
20210303,130900,3851.3300000,3851.3300000,3850.1800000,3850.7200000,56
20210303,131000,3850.6800000,3853.8800000,3850.2800000,3852.6000000,55
20210303,131100,3852.5800000,3853.0600000,3851.0500000,3851.0600000,52
20210303,131200,3851.0500000,3851.1500000,3849.0900000,3849.0900000,55
20210303,131300,3849.1500000,3853.2000000,3849.1500000,3853.0400000,56
20210303,131400,3853.0000000,3853.1600000,3852.0600000,3852.0600000,59
20210303,131500,3851.8900000,3852.1100000,3851.4600000,3851.9000000,57
20210303,131600,3851.9500000,3852.2500000,3851.5900000,3851.8300000,54
20210303,131700,3851.8200000,3857.1800000,3851.8200000,3857.1800000,59
20210303,131800,3857.1700000,3861.5700000,3856.9800000,3861.4400000,52
20210303,131900,3861.2100000,3861.8700000,3860.6000000,3861.8700000,58
20210303,132000,3861.8500000,3863.0000000,3861.8300000,3862.1900000,57
20210303,132100,3862.2200000,3862.3200000,3861.2200000,3861.7300000,55
20210303,132200,3861.7500000,3863.1000000,3861.7400000,3862.3100000,57
20210303,132300,3862.2800000,3862.3100000,3860.8600000,3861.2600000,52
20210303,132400,3861.2300000,3861.3500000,3860.8900000,3860.8900000,55
20210303,132500,3860.8600000,3861.9700000,3859.6000000,3859.6000000,59
20210303,132600,3859.7000000,3860.7500000,3859.6200000,3859.9800000,52
20210303,132700,3860.0000000,3861.1600000,3859.4900000,3861.1200000,55
20210303,132800,3861.0900000,3861.5200000,3860.6900000,3860.7600000,52
20210303,132900,3860.7800000,3860.9200000,3859.8100000,3859.8100000,55
20210303,133000,3859.7200000,3859.7200000,3856.5100000,3856.9000000,56
20210303,133100,3856.8700000,3856.8800000,3854.7600000,3855.0400000,58
20210303,133200,3855.0100000,3855.0800000,3852.8600000,3853.6900000,54
20210303,133300,3853.5100000,3855.1200000,3853.4300000,3855.0100000,56
20210303,133400,3855.0300000,3855.8500000,3854.4000000,3854.5400000,55
20210303,133500,3854.5300000,3855.1200000,3854.4500000,3855.0100000,53
20210303,133600,3855.0600000,3857.4200000,3855.0600000,3855.9400000,54
20210303,133700,3857.0700000,3858.5700000,3857.0700000,3857.9900000,58
20210303,133800,3858.0200000,3858.0200000,3857.0200000,3857.2300000,55
20210303,133900,3857.2400000,3857.2600000,3856.1100000,3856.6500000,50
20210303,134000,3856.6700000,3856.7800000,3854.0100000,3854.4400000,58
20210303,134100,3854.4300000,3854.5100000,3853.9200000,3854.5100000,52
20210303,134200,3854.6000000,3855.2000000,3853.6000000,3854.3100000,57
20210303,134300,3854.2800000,3854.4900000,3853.3400000,3854.2300000,54
20210303,134400,3854.2000000,3854.8400000,3851.9300000,3852.2400000,56
20210303,134500,3852.1000000,3853.1500000,3851.7600000,3852.1500000,56
20210303,134600,3852.1600000,3852.2300000,3850.1000000,3850.1000000,53
20210303,134700,3850.0900000,3850.0900000,3846.4700000,3846.4700000,56
20210303,134800,3846.3900000,3847.4200000,3846.3900000,3846.9500000,55
20210303,134900,3846.9600000,3847.1300000,3846.2100000,3846.4400000,56
20210303,135000,3846.3600000,3847.9600000,3846.0900000,3847.5700000,55
20210303,135100,3847.6200000,3848.5700000,3847.0700000,3847.2800000,56
20210303,135200,3847.2600000,3847.6400000,3846.3100000,3846.4200000,56
20210303,135300,3846.4400000,3848.0500000,3846.1400000,3847.6100000,58
20210303,135400,3847.6200000,3847.6200000,3845.1700000,3845.5400000,57
20210303,135500,3845.4600000,3845.4600000,3844.5000000,3844.8000000,55
20210303,135600,3844.7500000,3845.2700000,3843.7400000,3843.9200000,59
20210303,135700,3843.9000000,3845.1300000,3843.5600000,3844.3200000,57
20210303,135800,3844.2900000,3844.2900000,3843.1800000,3843.4900000,58
20210303,135900,3843.3800000,3846.0300000,3843.1000000,3846.0300000,53
20210303,140000,3846.1600000,3847.4000000,3844.8800000,3844.8800000,59
20210303,140100,3844.8500000,3847.5700000,3844.8100000,3847.2600000,56
20210303,140200,3847.3900000,3847.7900000,3845.9700000,3846.5000000,60
20210303,140300,3846.5300000,3846.5500000,3843.2500000,3843.3400000,59
20210303,140400,3842.5200000,3842.5200000,3840.6300000,3840.7900000,56
20210303,140500,3840.7500000,3841.2400000,3839.3300000,3839.3600000,60
20210303,140600,3839.4100000,3841.1400000,3838.7700000,3839.1400000,59
20210303,140700,3839.1200000,3839.5300000,3838.6400000,3838.7300000,58
20210303,140800,3838.8800000,3839.7900000,3838.0500000,3838.1800000,56
20210303,140900,3838.1100000,3840.0300000,3838.1100000,3839.3500000,56
20210303,141000,3839.3900000,3840.0600000,3837.9500000,3839.8800000,60
20210303,141100,3839.8200000,3841.7800000,3838.7700000,3841.6700000,59
20210303,141200,3841.8700000,3844.1100000,3841.8700000,3844.1100000,55
20210303,141300,3844.1200000,3844.1600000,3843.4600000,3843.6500000,59
20210303,141400,3843.6600000,3844.7700000,3842.3700000,3844.7700000,56
20210303,141500,3844.8200000,3844.8200000,3840.9600000,3841.3000000,60
20210303,141600,3841.2700000,3841.2700000,3838.3900000,3838.7600000,55
20210303,141700,3838.7400000,3840.0700000,3837.8100000,3837.9800000,57
20210303,141800,3838.0000000,3839.2200000,3838.0000000,3838.1900000,56
20210303,141900,3838.1600000,3839.2900000,3837.6500000,3838.5500000,56
20210303,142000,3838.6000000,3840.8000000,3838.6000000,3838.7400000,54
20210303,142100,3838.7300000,3838.8800000,3837.2800000,3837.2800000,60
20210303,142200,3837.2900000,3837.4000000,3835.7600000,3836.1500000,55
20210303,142300,3836.1200000,3837.4200000,3835.4300000,3836.2600000,62
20210303,142400,3836.2300000,3838.5700000,3836.2300000,3838.1100000,55
20210303,142500,3838.2100000,3838.9200000,3835.7500000,3838.9200000,57
20210303,142600,3839.9100000,3839.9100000,3835.9400000,3836.2100000,57
20210303,142700,3836.1400000,3836.7900000,3836.0300000,3836.6900000,56
20210303,142800,3836.7000000,3839.2400000,3836.7000000,3837.2600000,57
20210303,142900,3837.1800000,3837.5200000,3835.5500000,3837.3800000,55
20210303,143000,3837.4000000,3838.7700000,3831.3900000,3831.3900000,58
20210303,143100,3831.4600000,3831.4900000,3828.7500000,3830.0100000,57
20210303,143200,3830.1300000,3830.1900000,3828.1300000,3828.5300000,58
20210303,143300,3828.4800000,3830.1000000,3828.2800000,3829.9200000,60
20210303,143400,3829.5700000,3829.6600000,3827.9200000,3828.0700000,55
20210303,143500,3827.9600000,3830.8300000,3827.7700000,3830.0700000,60
20210303,143600,3829.7800000,3835.6800000,3829.7100000,3835.6800000,56
20210303,143700,3835.7500000,3838.5200000,3835.7500000,3838.0300000,56
20210303,143800,3837.8800000,3840.5900000,3837.7800000,3840.0800000,53
20210303,143900,3840.2000000,3840.3200000,3839.1500000,3839.6800000,56
20210303,144000,3839.6600000,3841.4000000,3838.8800000,3840.5900000,58
20210303,144100,3840.5400000,3842.4800000,3840.3000000,3842.4500000,56
20210303,144200,3839.2600000,3842.2600000,3839.2600000,3841.6800000,53
20210303,144300,3841.7300000,3842.1700000,3840.7300000,3841.7200000,53
20210303,144400,3841.6600000,3841.6600000,3840.5800000,3840.5800000,57
20210303,144500,3840.6300000,3840.9300000,3837.7500000,3838.4500000,57
20210303,144600,3838.5500000,3838.6000000,3836.7100000,3837.1200000,55
20210303,144700,3837.1900000,3837.2200000,3834.9500000,3834.9500000,55
20210303,144800,3834.5000000,3834.5000000,3832.0800000,3833.2100000,53
20210303,144900,3833.1500000,3836.9500000,3833.1500000,3835.4400000,57
