<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20210506,114400,4182.8200000,4183.8200000,4182.8200000,4182.9700000,56
20210506,114500,4182.9500000,4183.1100000,4182.2200000,4183.1100000,57
20210506,114600,4183.0000000,4183.1900000,4182.6000000,4182.9800000,51
20210506,114700,4183.0100000,4183.4100000,4182.7200000,4183.2000000,55
20210506,114800,4183.2500000,4184.2600000,4183.2500000,4183.6600000,53
20210506,114900,4183.7100000,4184.2500000,4183.4200000,4183.9100000,53
20210506,115000,4184.0000000,4185.6300000,4184.0000000,4185.3200000,57
20210506,115100,4185.3300000,4186.1800000,4183.8800000,4183.8800000,54
20210506,115200,4183.7400000,4184.3600000,4182.3300000,4182.3300000,56
20210506,115300,4182.3500000,4182.9500000,4182.3200000,4182.5300000,55
20210506,115400,4182.6000000,4182.9700000,4181.2500000,4181.2500000,54
20210506,115500,4181.2300000,4182.1200000,4181.1300000,4182.0400000,54
20210506,115600,4182.0800000,4182.7700000,4180.8400000,4180.9400000,56
20210506,115700,4180.9300000,4181.4000000,4180.2900000,4180.4900000,54
20210506,115800,4180.7200000,4181.1300000,4180.7000000,4180.9200000,52
20210506,115900,4180.8700000,4181.1600000,4179.9300000,4179.9300000,58
20210506,120000,4179.9600000,4180.6400000,4179.8300000,4180.1000000,56
20210506,120100,4180.1500000,4180.9000000,4179.6200000,4179.8400000,55
20210506,120200,4179.8500000,4179.9500000,4179.4300000,4179.4700000,50
20210506,120300,4179.5300000,4179.7900000,4179.3300000,4179.3300000,53
20210506,120400,4179.3000000,4180.4100000,4179.2700000,4180.4100000,52
20210506,120500,4180.4300000,4180.8400000,4179.7700000,4179.8000000,54
20210506,120600,4179.8500000,4179.9100000,4178.7300000,4178.8700000,53
20210506,120700,4178.9700000,4179.1400000,4178.5000000,4179.1300000,51
20210506,120800,4179.1200000,4180.2400000,4179.1200000,4179.7800000,55
20210506,120900,4179.7400000,4179.7400000,4178.7400000,4178.8600000,55
20210506,121000,4178.7100000,4178.8900000,4178.3500000,4178.4400000,48
20210506,121100,4178.4100000,4179.0200000,4178.4100000,4178.6300000,54
20210506,121200,4178.4600000,4179.1500000,4178.1400000,4178.9600000,52
20210506,121300,4178.9700000,4178.9700000,4176.9700000,4177.3800000,53
20210506,121400,4177.4200000,4177.4900000,4176.8600000,4176.8800000,51
20210506,121500,4176.9000000,4178.3500000,4176.9000000,4178.2500000,53
20210506,121600,4178.2400000,4178.3700000,4177.8900000,4177.9800000,53
20210506,121700,4178.0700000,4179.4600000,4177.6500000,4179.4600000,54
20210506,121800,4179.4400000,4180.6100000,4179.4400000,4180.3200000,54
20210506,121900,4179.9600000,4180.1200000,4179.5100000,4179.6000000,49
20210506,122000,4179.5700000,4180.4500000,4179.2700000,4180.4100000,55
20210506,122100,4180.4200000,4181.6000000,4180.4200000,4180.9500000,52
20210506,122200,4180.8900000,4180.8900000,4179.6300000,4179.9700000,58
20210506,122300,4179.8000000,4179.9900000,4179.4100000,4179.9900000,55
20210506,122400,4180.0100000,4181.1200000,4179.9800000,4181.0400000,51
20210506,122500,4181.0700000,4184.0200000,4180.8000000,4183.9800000,55
20210506,122600,4183.9500000,4184.5500000,4183.9200000,4184.3800000,55
20210506,122700,4184.3600000,4185.5100000,4184.3200000,4185.4700000,55
20210506,122800,4185.4300000,4185.6700000,4185.3200000,4185.6200000,58
20210506,122900,4185.6100000,4186.2100000,4185.5200000,4186.2100000,52
20210506,123000,4186.3500000,4186.6400000,4185.9700000,4186.1000000,53
20210506,123100,4186.0100000,4186.0100000,4185.4700000,4185.7600000,48
20210506,123200,4185.8000000,4186.2200000,4185.5400000,4186.2200000,53
20210506,123300,4186.2500000,4186.3800000,4185.8300000,4185.9600000,53
20210506,123400,4185.9500000,4186.0400000,4184.4700000,4184.4700000,57
20210506,123500,4184.4800000,4184.8500000,4180.7800000,4181.1300000,55
20210506,123600,4181.2600000,4182.0400000,4181.2200000,4181.3400000,55
20210506,123700,4181.2600000,4181.9200000,4180.4800000,4180.5200000,55
20210506,123800,4180.3600000,4181.1000000,4180.3600000,4181.1000000,53
20210506,123900,4181.0600000,4181.4400000,4180.7300000,4181.1700000,55
20210506,124000,4181.2200000,4183.3200000,4181.1400000,4183.1600000,55
20210506,124100,4183.0900000,4183.0900000,4182.0000000,4182.2500000,50
20210506,124200,4182.2600000,4183.0300000,4182.0400000,4182.8400000,54
20210506,124300,4182.9000000,4183.2900000,4182.7500000,4183.2000000,53
20210506,124400,4183.1900000,4183.6700000,4183.1400000,4183.5600000,52
20210506,124500,4183.5500000,4184.1200000,4182.8000000,4183.0200000,51
20210506,124600,4182.9200000,4182.9800000,4182.0900000,4182.2900000,52
20210506,124700,4182.2800000,4182.7100000,4182.0000000,4182.1600000,51
20210506,124800,4182.1700000,4182.5800000,4181.6200000,4181.6200000,55
20210506,124900,4181.6300000,4181.8100000,4181.0400000,4181.7700000,51
20210506,125000,4181.8200000,4183.0200000,4181.8200000,4182.9600000,53
20210506,125100,4182.9800000,4183.0800000,4182.4500000,4182.5700000,54
20210506,125200,4182.4900000,4183.6400000,4182.3500000,4183.6300000,56
20210506,125300,4183.8500000,4183.9900000,4182.5400000,4182.6100000,55
20210506,125400,4182.6500000,4183.0600000,4182.5700000,4182.7700000,56
20210506,125500,4182.6400000,4182.6400000,4181.2400000,4181.5700000,55
20210506,125600,4181.6000000,4182.6700000,4180.9800000,4181.3300000,57
20210506,125700,4181.3500000,4182.3100000,4181.3500000,4181.9300000,54
20210506,125800,4181.9500000,4181.9700000,4180.7700000,4180.7700000,53
20210506,125900,4180.7800000,4181.2100000,4180.4600000,4180.7500000,50
20210506,130000,4180.7300000,4182.0800000,4179.8400000,4182.0400000,53
20210506,130100,4182.0000000,4182.9200000,4181.9900000,4182.1500000,55
20210506,130200,4182.1700000,4183.0100000,4182.1700000,4182.7900000,52
20210506,130300,4182.7100000,4182.8800000,4182.1100000,4182.6300000,55
20210506,130400,4182.5400000,4182.5500000,4181.8600000,4182.2000000,53
20210506,130500,4182.1900000,4182.4600000,4181.5700000,4181.5700000,51
20210506,130600,4181.1100000,4181.1100000,4179.1800000,4180.4600000,56
20210506,130700,4180.5000000,4180.9100000,4179.9800000,4180.3800000,53
20210506,130800,4180.3600000,4180.9600000,4180.2400000,4180.7700000,54
20210506,130900,4180.7900000,4181.5600000,4180.7900000,4181.4400000,52
20210506,131000,4181.3900000,4181.6300000,4180.3400000,4181.6300000,56
20210506,131100,4181.6600000,4181.8800000,4181.3000000,4181.6900000,52
20210506,131200,4181.6700000,4181.6700000,4180.9900000,4181.1100000,52
20210506,131300,4181.1000000,4181.2800000,4180.7700000,4181.2800000,47
20210506,131400,4181.2400000,4181.4900000,4178.4300000,4178.4300000,55
20210506,131500,4178.3600000,4179.4300000,4178.3100000,4178.9200000,56
20210506,131600,4178.9900000,4178.9900000,4177.7500000,4177.9300000,47
20210506,131700,4177.8800000,4178.1100000,4177.2100000,4177.3900000,55
20210506,131800,4177.3400000,4177.4300000,4176.7400000,4177.3200000,52
20210506,131900,4177.3500000,4177.3500000,4175.7500000,4176.4500000,57
20210506,132000,4176.4300000,4176.7700000,4176.1400000,4176.5000000,52
20210506,132100,4176.5600000,4177.0700000,4176.4200000,4177.0700000,48
20210506,132200,4177.0600000,4178.0300000,4177.0600000,4177.4400000,49
20210506,132300,4177.2900000,4177.2900000,4175.8900000,4175.9300000,52
20210506,132400,4175.9000000,4176.2900000,4175.1800000,4176.1900000,53
20210506,132500,4176.2000000,4177.5600000,4176.0800000,4177.0800000,51
20210506,132600,4176.9600000,4178.0500000,4176.7200000,4178.0500000,54
20210506,132700,4178.0900000,4178.8800000,4178.0900000,4178.4100000,51
20210506,132800,4178.4200000,4178.7300000,4178.3700000,4178.3700000,49
20210506,132900,4178.2900000,4178.2900000,4177.7200000,4177.7900000,46
20210506,133000,4177.8400000,4178.9000000,4177.7500000,4178.8300000,51
20210506,133100,4178.8400000,4179.1100000,4178.3100000,4178.3100000,54
20210506,133200,4178.3300000,4178.6200000,4177.5600000,4178.6200000,45
20210506,133300,4178.6000000,4178.6100000,4178.1800000,4178.4900000,53
20210506,133400,4178.4000000,4179.0200000,4178.3300000,4178.7600000,53
20210506,133500,4178.8000000,4180.2300000,4178.8000000,4180.2300000,55
20210506,133600,4180.2400000,4180.2500000,4179.6800000,4179.9800000,55
20210506,133700,4179.9700000,4180.1800000,4179.7600000,4180.0900000,54
20210506,133800,4180.1300000,4180.2600000,4179.9800000,4180.2000000,53
20210506,133900,4180.1800000,4180.1800000,4178.1600000,4178.5700000,58
20210506,134000,4178.6100000,4178.7900000,4177.3000000,4178.2200000,53
20210506,134100,4178.2400000,4178.2400000,4176.1500000,4176.2500000,53
20210506,134200,4176.3100000,4177.2400000,4176.3100000,4176.6400000,51
20210506,134300,4176.6200000,4177.9900000,4176.1200000,4177.9900000,54
20210506,134400,4178.9000000,4179.1900000,4177.9900000,4178.0000000,47
20210506,134500,4178.0200000,4178.1000000,4176.9600000,4177.3000000,55
20210506,134600,4177.3100000,4177.4400000,4176.8700000,4177.2900000,54
20210506,134700,4177.1800000,4177.1800000,4176.0400000,4176.8300000,57
20210506,134800,4176.8200000,4177.2500000,4176.3600000,4176.9300000,49
20210506,134900,4176.8500000,4178.0200000,4176.8400000,4177.9400000,56
20210506,135000,4177.8500000,4177.8500000,4176.9300000,4176.9300000,51
20210506,135100,4176.9400000,4177.1200000,4176.3200000,4176.9300000,54
20210506,135200,4176.9500000,4177.0500000,4175.5600000,4175.5600000,52
20210506,135300,4175.4300000,4175.4500000,4173.9700000,4174.1700000,51
20210506,135400,4174.1200000,4174.8100000,4173.8700000,4173.8700000,53
20210506,135500,4173.8800000,4174.6100000,4173.8800000,4174.1300000,54
20210506,135600,4174.1600000,4174.8000000,4174.1600000,4174.5000000,52
20210506,135700,4174.4700000,4174.9100000,4174.1100000,4174.1100000,52
20210506,135800,4174.1000000,4174.2000000,4172.9800000,4173.3300000,53
20210506,135900,4173.4600000,4173.6600000,4173.0800000,4173.2100000,56
20210506,140000,4173.2200000,4174.3800000,4173.1100000,4174.0700000,58
20210506,140100,4174.0000000,4174.0000000,4173.0000000,4173.1000000,52
20210506,140200,4173.0800000,4174.4700000,4172.5900000,4174.3900000,54
20210506,140300,4174.3800000,4174.3800000,4173.3100000,4173.6600000,52
20210506,140400,4173.4900000,4174.1600000,4173.1900000,4174.0600000,49
20210506,140500,4174.0200000,4174.0500000,4173.4400000,4173.8400000,53
20210506,140600,4173.8800000,4174.8600000,4173.4900000,4174.7400000,53
20210506,140700,4174.8300000,4175.9500000,4174.7200000,4174.7200000,52
20210506,140800,4174.7500000,4175.7700000,4174.3900000,4175.6300000,49
20210506,140900,4175.6600000,4175.6700000,4175.3900000,4175.6600000,50
20210506,141000,4175.6700000,4176.5500000,4175.5800000,4176.5500000,52
20210506,141100,4176.5800000,4178.3400000,4176.5800000,4178.0400000,54
20210506,141200,4178.0000000,4178.3700000,4169.9500000,4170.9000000,50
20210506,141300,4170.9400000,4174.1600000,4169.9600000,4174.0600000,57
20210506,141400,4174.4200000,4175.6300000,4173.7800000,4175.4900000,53
20210506,141500,4175.5300000,4176.2700000,4174.2700000,4175.8500000,55
20210506,141600,4175.7100000,4175.7100000,4173.7900000,4175.1700000,55
20210506,141700,4175.3200000,4176.3000000,4175.3200000,4175.5400000,52
20210506,141800,4175.5300000,4175.5300000,4173.4500000,4173.6200000,54
20210506,141900,4173.8500000,4175.4900000,4173.8500000,4175.2200000,55
20210506,142000,4175.2600000,4175.2600000,4171.8000000,4171.8000000,53
20210506,142100,4171.8300000,4173.9400000,4171.7200000,4173.7200000,51
20210506,142200,4173.6500000,4174.9500000,4173.3700000,4174.8600000,57
20210506,142300,4174.8700000,4175.9400000,4174.6800000,4175.9400000,56
20210506,142400,4175.9600000,4176.5300000,4175.0100000,4176.5300000,53
20210506,142500,4176.5700000,4177.5600000,4176.5700000,4176.9100000,54
20210506,142600,4176.8900000,4176.8900000,4174.5800000,4174.6600000,55
20210506,142700,4174.5200000,4174.5200000,4172.4700000,4172.5400000,52
20210506,142800,4172.5500000,4172.8100000,4169.3600000,4169.5200000,53
20210506,142900,4169.7200000,4171.0700000,4169.1400000,4170.0500000,58
20210506,143000,4170.0300000,4171.0400000,4169.5100000,4170.6600000,51
20210506,143100,4170.6300000,4171.3800000,4169.9500000,4169.9500000,57
20210506,143200,4169.8300000,4169.8300000,4168.7300000,4169.2200000,58
20210506,143300,4169.1800000,4170.1000000,4169.0300000,4169.4100000,57
20210506,143400,4169.3800000,4169.7200000,4168.5500000,4169.7200000,50
20210506,143500,4169.6800000,4169.7200000,4168.6400000,4168.7600000,55
20210506,143600,4168.7800000,4169.3900000,4168.3400000,4169.2200000,55
20210506,143700,4169.1600000,4170.9800000,4168.6900000,4170.9300000,51
20210506,143800,4170.8700000,4171.0300000,4170.0900000,4170.3400000,57
20210506,143900,4170.4000000,4170.6100000,4169.0800000,4169.6800000,56
20210506,144000,4169.7300000,4170.3200000,4169.6400000,4170.3000000,51
20210506,144100,4170.2700000,4171.7400000,4170.2700000,4171.2000000,54
20210506,144200,4171.1800000,4171.1800000,4170.1600000,4170.4300000,54
20210506,144300,4170.4500000,4170.4500000,4167.9700000,4168.3500000,55
20210506,144400,4168.3300000,4168.8200000,4167.7500000,4168.5300000,58
20210506,144500,4168.5400000,4170.8500000,4168.5400000,4170.5700000,53
20210506,144600,4170.5600000,4171.9600000,4170.3200000,4171.9400000,52
20210506,144700,4171.9500000,4173.3200000,4171.9500000,4172.3500000,52
20210506,144800,4172.3400000,4172.3400000,4171.3900000,4171.9000000,56
20210506,144900,4171.8900000,4172.3700000,4171.6100000,4172.2500000,53
20210506,145000,4172.2900000,4172.5000000,4171.3600000,4171.6200000,54
20210506,145100,4171.5800000,4173.0700000,4171.3500000,4173.0700000,54
20210506,145200,4173.1500000,4175.2200000,4173.1500000,4175.1100000,54
20210506,145300,4175.0400000,4175.6300000,4173.7300000,4173.9500000,54
20210506,145400,4173.9400000,4174.5100000,4173.8700000,4174.1300000,50
20210506,145500,4174.1700000,4176.3800000,4173.9000000,4176.3800000,54
20210506,145600,4176.3600000,4176.3600000,4175.0800000,4175.3600000,49
20210506,145700,4175.2200000,4175.2200000,4173.0000000,4173.0000000,52
20210506,145800,4172.9500000,4173.8600000,4172.9400000,4173.2100000,53
20210506,145900,4173.1100000,4173.9500000,4172.5200000,4172.5600000,54
20210506,150000,4172.5400000,4174.0400000,4172.5400000,4174.0200000,57
20210506,150100,4174.0800000,4174.6500000,4172.7800000,4173.1000000,57
20210506,150200,4173.0800000,4173.0800000,4171.5200000,4171.7600000,58
20210506,150300,4171.7400000,4172.9800000,4171.6200000,4172.9700000,55
20210506,150400,4173.0600000,4173.8800000,4172.7300000,4173.5800000,59
20210506,150500,4173.5300000,4173.6800000,4173.0400000,4173.2900000,52
20210506,150600,4173.2800000,4173.5900000,4172.7200000,4173.0700000,56
20210506,150700,4173.0300000,4173.4800000,4172.7300000,4173.3100000,49
20210506,150800,4173.1400000,4174.6400000,4173.0900000,4173.8400000,55
20210506,150900,4173.8600000,4174.8300000,4173.4800000,4174.7600000,54
20210506,151000,4174.7500000,4175.4700000,4174.7100000,4175.1700000,53
20210506,151100,4175.1500000,4175.6000000,4174.4900000,4175.0400000,52
20210506,151200,4175.0000000,4178.5100000,4174.9700000,4178.5100000,57
20210506,151300,4178.6700000,4180.0400000,4177.8600000,4177.8600000,54
20210506,151400,4177.8200000,4179.1100000,4177.6000000,4178.7800000,58
20210506,151500,4178.8700000,4178.8700000,4177.6500000,4177.8600000,53
20210506,151600,4178.0500000,4178.9600000,4177.9800000,4178.5200000,55
20210506,151700,4178.5000000,4178.6300000,4177.7700000,4177.8800000,52
20210506,151800,4177.8900000,4178.0600000,4176.4100000,4177.2100000,52
20210506,151900,4177.1600000,4178.3100000,4177.1600000,4178.0400000,54
20210506,152000,4178.0900000,4178.0900000,4176.8700000,4176.9700000,53
20210506,152100,4176.9600000,4177.3700000,4176.6900000,4177.1500000,56
20210506,152200,4177.1600000,4177.4500000,4176.1300000,4176.6700000,50
20210506,152300,4176.7000000,4176.7000000,4176.3600000,4176.5100000,53
20210506,152400,4176.5500000,4177.9400000,4176.5500000,4177.8200000,50
20210506,152500,4177.7700000,4177.8000000,4177.3400000,4177.5700000,54
20210506,152600,4177.5800000,4178.7600000,4177.5000000,4178.6900000,55
20210506,152700,4178.6300000,4179.3300000,4178.2400000,4179.3000000,55
20210506,152800,4179.3100000,4182.3900000,4179.2800000,4182.1300000,56
20210506,152900,4182.1200000,4182.7600000,4181.0300000,4181.2400000,56
20210506,153000,4181.3500000,4181.5500000,4180.6500000,4181.0400000,54
20210506,153100,4181.0300000,4182.8500000,4181.0300000,4182.6400000,57
20210506,153200,4182.6000000,4184.0700000,4182.3300000,4184.0000000,54
20210506,153300,4183.9200000,4183.9200000,4182.3100000,4182.3600000,54
20210506,153400,4182.3400000,4182.7200000,4181.5600000,4182.2100000,55
20210506,153500,4182.2400000,4183.3800000,4182.2400000,4182.5500000,53
20210506,153600,4182.2700000,4183.8300000,4182.1400000,4183.7600000,55
20210506,153700,4183.8000000,4185.4600000,4183.8000000,4185.3000000,56
20210506,153800,4185.2700000,4187.3200000,4185.2000000,4187.2100000,57
20210506,153900,4187.2300000,4187.5000000,4187.1300000,4187.4200000,54
20210506,154000,4187.4700000,4188.8600000,4187.4700000,4188.3700000,57
20210506,154100,4188.4300000,4189.3100000,4188.4300000,4188.8400000,50
20210506,154200,4188.8300000,4189.8700000,4188.3100000,4189.8700000,56
20210506,154300,4189.9400000,4190.4000000,4188.0300000,4188.6800000,57
20210506,154400,4188.6300000,4189.2500000,4188.4200000,4188.5900000,55
20210506,154500,4188.7100000,4189.4100000,4188.7000000,4189.2300000,56
20210506,154600,4189.2000000,4189.5000000,4187.5600000,4188.1900000,52
20210506,154700,4188.0800000,4188.4800000,4187.6200000,4187.6200000,51
20210506,154800,4187.6900000,4189.0400000,4187.6900000,4189.0400000,56
20210506,154900,4189.0500000,4191.0500000,4189.0500000,4191.0400000,56
20210506,155000,4192.5600000,4195.5500000,4192.5600000,4195.1300000,55
20210506,155100,4195.0300000,4197.4500000,4194.0200000,4197.4500000,55
20210506,155200,4198.5900000,4198.9900000,4192.8400000,4193.3900000,54
20210506,155300,4194.3000000,4195.0100000,4192.7300000,4193.1400000,56
20210506,155400,4193.3700000,4197.0600000,4193.3700000,4197.0600000,55
20210506,155500,4197.0200000,4198.3700000,4195.8400000,4195.8400000,58
20210506,155600,4195.7900000,4198.0400000,4195.7900000,4197.0300000,56
20210506,155700,4197.2000000,4199.0800000,4197.2000000,4198.8900000,58
20210506,155800,4198.9900000,4199.4000000,4198.3200000,4198.8900000,56
20210506,155900,4199.1300000,4202.2300000,4199.1300000,4202.2300000,33
20210506,160000,4201.4600000,4201.6300000,4201.4600000,4201.5500000,4
20210506,160100,4201.5600000,4201.5600000,4201.5600000,4201.5600000,1
20210506,160200,4201.5700000,4201.6000000,4201.5700000,4201.5900000,4
20210506,160300,4201.5500000,4201.5800000,4201.5500000,4201.5500000,7
20210506,160400,4201.5400000,4201.6400000,4201.5400000,4201.6400000,7
20210506,160500,4201.6300000,4201.6400000,4201.6200000,4201.6200000,3
20210507,093000,4210.3400000,4210.3400000,4203.0000000,4203.0000000,52
20210507,093100,4203.2500000,4203.9400000,4201.6400000,4202.8100000,58
20210507,093200,4202.4600000,4205.0500000,4201.8700000,4204.8400000,59
20210507,093300,4204.8600000,4205.9600000,4204.3000000,4204.5900000,58
20210507,093400,4204.5700000,4205.7200000,4203.3900000,4205.7200000,58
20210507,093500,4205.3100000,4209.3300000,4205.2600000,4209.2500000,57
20210507,093600,4209.0600000,4213.7300000,4209.0600000,4212.9700000,59
20210507,093700,4212.9100000,4215.5100000,4211.6000000,4214.5500000,57
20210507,093800,4214.3800000,4215.4300000,4212.8200000,4212.9500000,58
20210507,093900,4213.2100000,4214.3000000,4213.0100000,4213.4700000,60
20210507,094000,4213.5400000,4217.5900000,4213.5400000,4215.6100000,56
20210507,094100,4214.9900000,4216.2900000,4213.5400000,4216.1000000,58
20210507,094200,4216.1300000,4216.6300000,4215.1400000,4215.4200000,55
20210507,094300,4215.6400000,4217.6600000,4215.4400000,4216.3900000,60
20210507,094400,4216.2500000,4217.6500000,4215.3800000,4217.0100000,58
20210507,094500,4216.9500000,4219.5700000,4216.1700000,4218.0700000,56
20210507,094600,4218.1800000,4222.1200000,4218.1800000,4218.7400000,59
20210507,094700,4218.6400000,4222.2600000,4218.3000000,4219.3800000,59
20210507,094800,4219.4800000,4222.3200000,4219.4800000,4221.4400000,53
20210507,094900,4221.4600000,4224.8300000,4221.4400000,4224.3400000,54
20210507,095000,4224.2300000,4225.2400000,4222.9500000,4223.0900000,59
20210507,095100,4223.2200000,4223.7500000,4221.6000000,4223.3400000,58
20210507,095200,4223.4000000,4223.4200000,4221.4000000,4221.4000000,57
20210507,095300,4221.5400000,4222.9300000,4221.0600000,4222.4500000,55
20210507,095400,4222.5700000,4222.9900000,4219.9800000,4220.0000000,57
20210507,095500,4220.2100000,4222.0700000,4220.0700000,4220.5500000,56
20210507,095600,4220.6100000,4222.2900000,4220.3500000,4221.9700000,58
20210507,095700,4221.7900000,4222.3000000,4220.6400000,4220.8200000,57
20210507,095800,4220.8100000,4221.3000000,4219.6400000,4220.1300000,56
20210507,095900,4220.0600000,4220.3600000,4218.8900000,4219.5000000,55
20210507,100000,4219.9800000,4222.9300000,4219.9800000,4220.6900000,57
20210507,100100,4220.6200000,4222.5900000,4219.1600000,4222.5100000,58
20210507,100200,4222.6200000,4224.0000000,4222.3700000,4223.9200000,56
20210507,100300,4224.1000000,4225.5700000,4223.8900000,4225.2000000,57
20210507,100400,4225.2700000,4225.7700000,4225.1600000,4225.4100000,57
20210507,100500,4225.4200000,4225.9000000,4224.7600000,4225.6000000,57
20210507,100600,4225.5600000,4226.3800000,4225.3800000,4225.6200000,54
20210507,100700,4225.7200000,4226.6600000,4225.4200000,4226.6200000,56
20210507,100800,4227.3000000,4229.2300000,4226.9800000,4229.1000000,58
20210507,100900,4229.0000000,4230.6800000,4229.0000000,4230.5500000,58
20210507,101000,4230.4600000,4232.0900000,4230.1400000,4231.8800000,59
20210507,101100,4231.9200000,4232.3600000,4231.3400000,4231.3400000,58
20210507,101200,4231.2200000,4232.8600000,4231.1000000,4232.7000000,54
20210507,101300,4232.7100000,4234.4700000,4232.6500000,4234.4400000,59
20210507,101400,4234.4000000,4234.4000000,4232.9900000,4232.9900000,54
20210507,101500,4232.9000000,4234.1900000,4232.9000000,4233.5500000,57
20210507,101600,4233.5700000,4234.6900000,4233.2300000,4233.8100000,54
20210507,101700,4233.6300000,4234.2900000,4233.5400000,4233.8300000,54
20210507,101800,4233.8800000,4234.7700000,4233.8600000,4234.1100000,56
20210507,101900,4234.1400000,4234.8000000,4234.0900000,4234.7100000,56
20210507,102000,4234.7500000,4236.1200000,4234.5400000,4236.0200000,54
20210507,102100,4236.0800000,4236.3200000,4235.8100000,4236.2700000,56
20210507,102200,4236.2800000,4236.7200000,4235.4600000,4235.6200000,55
20210507,102300,4235.5100000,4236.1600000,4235.2500000,4235.2500000,56
20210507,102400,4235.1600000,4235.1600000,4233.2900000,4233.2900000,55
20210507,102500,4233.3100000,4233.5800000,4232.5700000,4232.7600000,57
20210507,102600,4232.7500000,4233.4300000,4232.6200000,4233.1300000,58
20210507,102700,4233.0100000,4233.7500000,4231.9500000,4231.9500000,54
20210507,102800,4232.1100000,4232.2600000,4231.0000000,4231.1900000,54
20210507,102900,4231.2000000,4231.4100000,4230.8900000,4231.3500000,59
20210507,103000,4231.4000000,4232.4200000,4231.4000000,4232.2500000,56
20210507,103100,4232.3600000,4233.1700000,4232.3600000,4232.5400000,58
20210507,103200,4232.4900000,4233.1700000,4232.3400000,4232.8200000,52
20210507,103300,4232.8100000,4233.4500000,4232.5100000,4233.4500000,57
20210507,103400,4233.4200000,4234.1900000,4233.1000000,4234.1100000,54
20210507,103500,4234.1500000,4234.5800000,4233.9100000,4234.3500000,55
20210507,103600,4234.3900000,4234.4400000,4233.3000000,4233.4500000,53
20210507,103700,4233.4100000,4233.5700000,4232.7200000,4232.9700000,58
20210507,103800,4232.9100000,4233.5000000,4231.2200000,4231.6200000,53
20210507,103900,4231.5900000,4232.3800000,4231.4600000,4231.4600000,57
20210507,104000,4231.5300000,4232.6200000,4231.3200000,4232.2000000,56
20210507,104100,4232.3100000,4232.8400000,4231.9700000,4231.9900000,56
20210507,104200,4232.1400000,4232.5900000,4231.9500000,4232.5900000,53
20210507,104300,4232.6800000,4232.7800000,4231.5200000,4231.5900000,55
20210507,104400,4231.5100000,4232.3500000,4231.4300000,4231.6800000,57
20210507,104500,4231.5600000,4232.3100000,4231.5600000,4232.2500000,53
20210507,104600,4232.3000000,4232.6500000,4231.5000000,4231.9500000,54
20210507,104700,4231.9200000,4231.9900000,4229.4600000,4229.6600000,52
20210507,104800,4229.6500000,4229.9700000,4228.7800000,4228.8000000,54
20210507,104900,4228.7300000,4229.7600000,4228.5300000,4229.7600000,55
20210507,105000,4230.2000000,4230.3200000,4229.7300000,4229.7300000,53
20210507,105100,4229.7100000,4229.7100000,4228.6700000,4229.2800000,57
20210507,105200,4229.3200000,4230.8600000,4229.2300000,4230.8600000,53
20210507,105300,4230.8100000,4231.2000000,4230.2700000,4231.0600000,53
20210507,105400,4231.0500000,4231.0500000,4230.2200000,4230.5600000,57
20210507,105500,4230.5000000,4230.9600000,4230.3500000,4230.6000000,55
20210507,105600,4230.5500000,4230.5600000,4229.6600000,4229.7800000,55
20210507,105700,4229.7700000,4229.8000000,4228.9700000,4229.1000000,56
20210507,105800,4229.2200000,4231.1000000,4229.2200000,4231.0700000,54
20210507,105900,4231.0100000,4232.0700000,4230.9700000,4231.9200000,57
20210507,110000,4232.0000000,4233.0500000,4231.9700000,4233.0500000,56
20210507,110100,4233.0700000,4233.3400000,4232.5600000,4232.5600000,58
20210507,110200,4232.5500000,4233.2300000,4232.0400000,4232.1000000,55
20210507,110300,4232.0800000,4232.4200000,4231.7200000,4232.4200000,56
20210507,110400,4232.3800000,4233.0800000,4232.3200000,4232.9300000,55
20210507,110500,4233.0000000,4233.2100000,4232.1700000,4232.2600000,57
20210507,110600,4232.1900000,4232.9400000,4232.1900000,4232.7200000,52
20210507,110700,4232.9100000,4233.1300000,4232.0800000,4232.1200000,58
20210507,110800,4232.1400000,4232.1600000,4231.3500000,4231.3600000,53
20210507,110900,4231.2500000,4232.4600000,4231.0500000,4232.3200000,55
20210507,111000,4232.1900000,4233.1400000,4232.1200000,4232.8800000,54
20210507,111100,4232.8300000,4233.7500000,4232.7500000,4233.7500000,58
20210507,111200,4233.6100000,4233.8000000,4233.1700000,4233.8000000,57
20210507,111300,4233.8700000,4235.3500000,4233.8500000,4235.3200000,54
20210507,111400,4235.3100000,4235.9200000,4235.2100000,4235.5200000,55
20210507,111500,4235.6000000,4235.6000000,4234.4300000,4234.5600000,56
20210507,111600,4234.5300000,4234.5300000,4233.9100000,4234.2600000,55
20210507,111700,4234.2000000,4234.8700000,4234.2000000,4234.4800000,51
20210507,111800,4234.3200000,4234.4900000,4234.0100000,4234.0400000,55
20210507,111900,4234.0800000,4234.0800000,4233.3000000,4233.6700000,54
20210507,112000,4233.6100000,4233.8700000,4233.2800000,4233.2800000,57
20210507,112100,4233.2300000,4233.7600000,4233.0800000,4233.7100000,54
20210507,112200,4233.7200000,4233.9800000,4233.5800000,4233.9700000,55
20210507,112300,4234.0000000,4234.0100000,4232.5900000,4233.0800000,57
20210507,112400,4233.0000000,4233.4900000,4232.9500000,4232.9500000,58
